username,text,label,binary_label,tokenized_comment
,"Wajahnya seperti flip -flip yang terbakar, selalu bagus.","['Body Shaming', 'Harassment']",Yes,"['wajah', 'seperti', 'flip', 'flip', 'yang', 'bakar', 'selalu', 'bagus']"
,"Elek, tolong buka, berhenti mengikuti ah dulu ...","['Body Shaming', 'Harassment']",Yes,"['jelek', 'tolong', 'buka', 'henti', 'ikut', 'ah', 'dahulu']"
,Wajahnya adalah baterai untuk 😭🙏,"['Body Shaming', 'Harassment']",Yes,"['wajah', 'adalah', 'baterai', 'untuk']"
,"Gadis kering, tetapi perilaku diva dimasak.","['Body Shaming', 'Harassment']",Yes,"['gadis', 'kering', 'tetapi', 'perilaku', 'diva', 'masak']"
,Jelas bukan Rosy 😂,"['Body Shaming', 'Harassment']",Yes,"['jelas', 'tidak', 'rosy']"
,"Lagu -lagu buruk yang dinyanyikan juga jelek hadehh, tidak ada yang bisa bangga sama sekali 😂","['Body Shaming', 'Harassment']",Yes,"['lagu', 'lagu', 'buruk', 'yang', 'nyanyi', 'juga', 'jelek', 'haduh', 'tidak', 'ada', 'yang', 'bisa', 'bangga', 'sama', 'sekali']"
,"Sok oke kek penyanyi tenar aja lu tong, nyari panggung ya memanfaatkan situasi","['Denigration', 'Flaming']",Yes,"['sok', 'oke', 'seperti', 'nyanyi', 'kenal', 'saja', 'kamu', 'tong', 'cari', 'panggung', 'iya', 'manfaat', 'situasi']"
,"Aduhhh pdhl ckep tp kok malah jd pelakor🤣 emng sih klo mau gatel itu ga perlu pinter, cukup gatel aja🤣","['Denigration', 'Flaming']",Yes,"['aduh', 'padahal', 'cakep', 'tapi', 'kok', 'lebih', 'tepat', 'jadi', 'pelakor', 'memang', 'sih', 'kalo', 'mau', 'gatel', 'itu', 'tidak', 'perlu', 'pintar', 'cukup', 'gatel', 'saja']"
,Temen se geng nya juga g ada yang ingetin !!! Mau di bilang tolenrasi tapi kelewat batas . Pea,"['Denigration', 'Flaming']",Yes,"['teman', 'se', 'gang', 'nya', 'juga', 'tidak', 'ada', 'yang', 'ingat', 'mau', 'di', 'bilang', 'toleransi', 'tapi', 'lewat', 'batas', 'bodoh']"
,"Dukurung produk lokal, tp barang pribadi brand mewah ....... Kegoblokan dipeilhara","['Denigration', 'Flaming']",Yes,"['kurung', 'produk', 'lokal', 'tapi', 'barang', 'pribadi', 'merek', 'mewah', 'goblok', 'pelihara']"
,Ini penyanyi yg FOMO itu ya? Norak!,"['Denigration', 'Flaming']",Yes,"['ini', 'nyanyi', 'yang', 'fomo', 'itu', 'iya', 'norak']"
,"Baik oke, hanya penyanyi terkenal, Anda menemukan panggung untuk mengambil keuntungan dari situasinya","['Denigration', 'Flaming']",Yes,"['bagus', 'oke', 'hanya', 'nyanyi', 'kenal', 'anda', 'temu', 'panggung', 'untuk', 'ambil', 'untung', 'dari', 'situasi']"
,"Alhamdulillah, Cipa membuang mantan tahanan itu, dia bisa berkelas, koleksinya adalah Dos, mengumpulkannya sampai","['Denigration', 'Flaming']",Yes,"['alhamdulillah', 'syifa', 'buang', 'mantan', 'tahan', 'itu', 'dia', 'bisa', 'kelas', 'koleksi', 'adalah', 'dos', 'kumpul', 'sampai']"
,"Gayamuuu bro 😂 ndangak mu keduwureennn, ndukluk o! Harapan untuk bentuk perhatian publik dengan komedi Ngene Sikon?","['Denigration', 'Flaming']",Yes,"['gayamuu', 'bro', 'lihat', 'atas', 'mu', 'keduwureenn', 'ndukluk', 'o', 'harap', 'untuk', 'bentuk', 'perhati', 'publik', 'dengan', 'komedi', 'begini', 'sikon']"
,"Saya malu, bro, bro?","['Denigration', 'Flaming']",Yes,"['saya', 'malu', 'bro', 'bro']"
,#Kamuakak dengan kemunafikan Anda 🤮🤮🤮,"['Denigration', 'Flaming']",Yes,"['dengan', 'munafik', 'anda']"
,Akwoakwoakwo hasil meraih cok,"['Denigration', 'Flaming']",Yes,"['wkwk', 'hasil', 'raih', 'cok']"
,"Saya berkata, jika Anda tidak merasakan klarifikasi, bukan orang lain yang dituduh sebagai Madep, bagian dari Anda yang berada di BAE","['Denigration', 'Flaming']",Yes,"['saya', 'kata', 'jika', 'anda', 'tidak', 'rasa', 'klarifikasi', 'tidak', 'orang', 'lain', 'yang', 'tuduh', 'bagai', 'hadap', 'bagi', 'dari', 'anda', 'yang', 'ada', 'di', 'baik']"
,"Bukti SDM Indo Rendah, tidak akan menjadi Sumber Daya Manusia Indo, itu harus penelitian terlebih dahulu, berita baru tampaknya tidak terbukti hanya Koar2 Nyampah,","['Denigration', 'Flaming']",Yes,"['bukti', 'sumber', 'daya', 'manusia', 'indonesia', 'rendah', 'tidak', 'akan', 'jadi', 'sumber', 'daya', 'manusia', 'indonesia', 'itu', 'harus', 'teliti', 'lebih', 'dahulu', 'berita', 'baru', 'tampak', 'tidak', 'bukti', 'hanya', 'koar', 'sampah']"
,"Terkadang saya melihat orang kaya dan pintar, ternyata ada yang bodoh.","['Denigration', 'Flaming']",Yes,"['terkadang', 'saya', 'lihat', 'orang', 'seperti', 'dan', 'cerdik', 'nyata', 'ada', 'yang', 'bodoh']"
,"Saya berkomentar bahwa saya bukan keduanya dan saya sangat kecewa sebagai pendengar musik, bukan musik Anda yang jelas, tetapi cara Anda untuk menemukan panggung terlalu banyak, bagaimana mungkin sebuah karya yang sengaja dibuat dan diterbitkan dilarang didengar ataudinikmati?","['Denigration', 'Flaming']",Yes,"['saya', 'komentar', 'bahwa', 'saya', 'tidak', 'dua', 'dan', 'saya', 'sangat', 'kecewa', 'bagai', 'dengar', 'musik', 'tidak', 'musik', 'anda', 'yang', 'jelas', 'tetapi', 'cara', 'anda', 'untuk', 'temu', 'panggung', 'terlalu', 'banyak', 'bagaimana', 'mungkin', 'buah', 'karya', 'yang', 'sengaja', 'buat', 'dan', 'terbit', 'larang', 'dengar', 'ataudinikmati']"
,"Wanda adalah Haram, Anda benar -benar ingin menjadi, saya ingin diakui sebagai seorang wanita ,, njiirr","['Denigration', 'Flaming']",Yes,"['wanda', 'adalah', 'haram', 'anda', 'benar', 'benar', 'ingin', 'jadi', 'saya', 'ingin', 'aku', 'bagai', 'orang', 'wanita', 'anjir']"
,Lagu -lagu baru menetas hanya salah satu haji haji Anda 2 bulan,"['Denigration', 'Flaming']",Yes,"['lagu', 'lagu', 'baru', 'tetas', 'hanya', 'salah', 'satu', 'haji', 'haji', 'anda', 'bulan']"
,wkwkwk ternyata drama mencapai kenyataan ya cok hahaha🤭,"['Denigration', 'Flaming']",Yes,"['wkwk', 'nyata', 'drama', 'capai', 'nyata', 'iya', 'cok', 'hahaha']"
,Menteri Lickers dan Artis Cuci Uang Negara.,"['Denigration', 'Flaming']",Yes,"['menteri', 'lickers', 'dan', 'artis', 'cuci', 'uang', 'negara']"
,Inilah yang tidak tahu,"['Denigration', 'Flaming']",Yes,"['ini', 'yang', 'tidak', 'tahu']"
,Keyakinan mungkin tetapi mengetahui diri Anda penting adalah tujuan dan tujuan datang ke studi dengan Bergamis & Veil Apa?Hal -hal nyeri yang dianggap tabu sebenarnya dianggap umum ditetapkan untuk psikolog untuk seorang psikolog,"['Denigration', 'Flaming']",Yes,"['yakin', 'mungkin', 'tetapi', 'tahu', 'diri', 'anda', 'penting', 'adalah', 'tuju', 'dan', 'tuju', 'datang', 'ke', 'studi', 'dengan', 'gam', 'veil', 'apahal', 'hal', 'nyeri', 'yang', 'anggap', 'tabu', 'benar', 'anggap', 'umum', 'tetap', 'untuk', 'psikolog', 'untuk', 'orang', 'psikolog']"
,Ahhh ini adalah gadis yang malu,"['Denigration', 'Flaming']",Yes,"['ah', 'ini', 'adalah', 'gadis', 'yang', 'malu']"
,"Hedeeehhm .. saya tahu lagu Anda juga terlihat dari foto kaesang. Jika Anda tidak melihat feed mereka, bagaimana Anda tahu apa lagu itu, apa bulan ini dirilis.Ngeh "".Basic Human Pansos","['Denigration', 'Flaming']",Yes,"['hedeehhm', 'saya', 'tahu', 'lagu', 'anda', 'juga', 'lihat', 'dari', 'foto', 'kaesang', 'jika', 'anda', 'tidak', 'lihat', 'feed', 'mereka', 'bagaimana', 'anda', 'tahu', 'apa', 'lagu', 'itu', 'apa', 'bulan', 'ini', 'dirilisngeh', 'dasar', 'manusia', 'panjat', 'sosial']"
,"Jadi perselingkuhannya tidak perlu menjadi indah, yang penting adalah seperti itu, mba 😂 makan pria","['Denigration', 'Flaming']",Yes,"['jadi', 'selingkuh', 'tidak', 'perlu', 'jadi', 'cantik', 'yang', 'penting', 'adalah', 'seperti', 'itu', 'mbak', 'makan', 'pria']"
,"Foto njir, gatal melebihi ulat","['Denigration', 'Flaming']",Yes,"['foto', 'anjir', 'gatal', 'lebih', 'ulat']"
,"Aduh, meskipun itu lucu tapi kenapa sebenarnya aktor, jika Anda ingin menjadi Gatel, Anda tidak perlu pintar, itu hanya banyak.","['Denigration', 'Flaming']",Yes,"['aduh', 'meski', 'itu', 'lucu', 'tapi', 'mengapa', 'benar', 'aktor', 'jika', 'anda', 'ingin', 'jadi', 'gatel', 'anda', 'tidak', 'perlu', 'cerdik', 'itu', 'hanya', 'banyak']"
,"Saya pikir sulthan adalah badjin9an @raffinagita1717, jadi Anda bersembunyi di samsul ketek 😂","['Denigration', 'Flaming']",Yes,"['saya', 'pikir', 'sultan', 'adalah', 'bajing', 'jadi', 'anda', 'sembunyi', 'di', 'samsul', 'ketiak']"
,Pho anjir gangotak masih menembak dengan seorang pria org wkwkwk,"['Denigration', 'Flaming']",Yes,"['pho', 'anjir', 'tidak', 'masuk', 'akal', 'masih', 'tembak', 'dengan', 'orang', 'pria', 'orang', 'wkwk']"
,"Bro, apa yang kamu lakukan dengan tabir? Alquran adalah Alquran, tapi jangan salah dengan jilbab untuk menutupi Kendianmu","['Denigration', 'Flaming']",Yes,"['bro', 'apa', 'yang', 'salut', 'laku', 'dengan', 'tabir', 'alquran', 'adalah', 'alquran', 'tapi', 'jangan', 'salah', 'dengan', 'jilbab', 'untuk', 'tutup', 'kendi']"
,Mengapa tidak bergabung dengan studi di jajaran pria? Kenapa teman ini ??? UDH secara negatif tetapi diundang untuk mengambil foto juga ???,"['Denigration', 'Flaming']",Yes,"['mengapa', 'tidak', 'gabung', 'dengan', 'studi', 'di', 'jajar', 'pria', 'mengapa', 'teman', 'ini', 'sudah', 'cara', 'negatif', 'tetapi', 'undang', 'untuk', 'ambil', 'foto', 'juga']"
,Musisi ingin diperhatikan dalam pemberitahuan,"['Denigration', 'Flaming']",Yes,"['musisi', 'ingin', 'perhati', 'dalam', 'pemberitahuan']"
,"Gadis gatel duhhhh, perusak","['Denigration', 'Flaming']",Yes,"['gadis', 'gatel', 'duh', 'usak']"
,Benar -benar jelek branding,"['Denigration', 'Flaming']",Yes,"['benar', 'benar', 'jelek', 'branding']"
,"Menteri Pea, berdoa sebagai bermain bermain","['Denigration', 'Flaming']",Yes,"['menteri', 'bodoh', 'doa', 'bagai', 'main', 'main']"
,Friends of the Gang juga tidak ingin mengingat !!! ingin dikatakan tolenration tetapi terlalu limit.pea,"['Denigration', 'Flaming']",Yes,"['teman', 'of', 'itu', 'gang', 'juga', 'tidak', 'ingin', 'ingat', 'ingin', 'kata', 'tolenration', 'tetapi', 'terlalu', 'limitpea']"
,Biarkan saya mendapatkan pria yang seharusnya tidak menjadi Gatel dulu,"['Denigration', 'Flaming']",Yes,"['biar', 'saya', 'dapat', 'pria', 'yang', 'harus', 'tidak', 'jadi', 'gatel', 'dahulu']"
,Terima kasih telah mengumpulkan sampah 🙏,"['Denigration', 'Flaming']",Yes,"['terima', 'kasih', 'telah', 'kumpul', 'sampah']"
,Pada tingkat seorang profesional tetapi pola pikir amatir mendukung pelanggar konstitusional yang jelas merusak tatanan demokratis,"['Denigration', 'Flaming']",Yes,"['pada', 'tingkat', 'orang', 'profesional', 'tetapi', 'pola', 'pikir', 'amatir', 'dukung', 'langgar', 'konstitusional', 'yang', 'jelas', 'rusak', 'tatanan', 'demokratis']"
,Jika sudah minimal diri Anda.,"['Denigration', 'Flaming']",Yes,"['jika', 'sudah', 'minimal', 'diri', 'anda']"
,"Oh, ternyata seperti ini, rupanya penyanyi yang Picky mengatakan bahwa saya tidak ingin prereetttt, saya memikirkan pengaturan Justin Bieber, ternyata ... tidak sombong, itu juga terkenal karena lagu itu hanya","['Denigration', 'Flaming']",Yes,"['oh', 'nyata', 'seperti', 'ini', 'rupa', 'nyanyi', 'yang', 'picky', 'kata', 'bahwa', 'saya', 'tidak', 'ingin', 'prereett', 'saya', 'pikir', 'atur', 'justin', 'bieber', 'nyata', 'tidak', 'sombong', 'itu', 'juga', 'kenal', 'karena', 'lagu', 'itu', 'hanya']"
,Apa yang mendukung Wowo benar -benar shucks .. ya salam logam koh @basukibtp .. 🤟🤟🤟,"['Denigration', 'Flaming']",Yes,"['apa', 'yang', 'dukung', 'prabowo', 'benar', 'benar', 'shucks', 'iya', 'salam', 'logam', 'koh']"
,"Jangan akui musisi jika Anda tidak suka lagu yang dinikmati oleh orang -orang, politik mungkin tidak merusak seni! Tujuan membuat lagu untuk dinikmati oleh orang -orang, jika Anda tidak ingin didengar, jangan jualItu, nikmati saja dirimu bro! Sangat kecewa karena seorang musisi tidak mengerti seni dan politik!","['Denigration', 'Flaming']",Yes,"['jangan', 'aku', 'musisi', 'jika', 'anda', 'tidak', 'suka', 'lagu', 'yang', 'nikmat', 'oleh', 'orang', 'orang', 'politik', 'mungkin', 'tidak', 'rusak', 'seni', 'tuju', 'buat', 'lagu', 'untuk', 'nikmat', 'oleh', 'orang', 'orang', 'jika', 'anda', 'tidak', 'ingin', 'dengar', 'jangan', 'jualitu', 'nikmat', 'saja', 'diri', 'bro', 'sangat', 'kecewa', 'karena', 'orang', 'musisi', 'tidak', 'erti', 'seni', 'dan', 'politik']"
,Jamet cheating tapi bermain film jangan menyalahkan saya curang.,"['Denigration', 'Flaming']",Yes,"['jamet', 'cheating', 'tapi', 'main', 'film', 'jangan', 'salah', 'saya', 'curang']"
,Najis jadi saya benar -benar aktor ini,"['Denigration', 'Flaming']",Yes,"['najis', 'jadi', 'saya', 'benar', 'benar', 'aktor', 'ini']"
,Saat murah (dan) bisa membuatnya mudah (dan),"['Denigration', 'Flaming']",Yes,"['saat', 'murah', 'dan', 'bisa', 'buat', 'mudah', 'dan']"
,"Gadis tidak akan berkelas jika Anda menjadi perselingkuhan, terutama sampai menjadi perusak eh🤭🫣","['Denigration', 'Flaming']",Yes,"['gadis', 'tidak', 'akan', 'kelas', 'jika', 'anda', 'jadi', 'selingkuh', 'utama', 'sampai', 'jadi', 'usak', 'eh']"
,Zulhas adalah orang yang mengejek doa Syariah tanpa aamiin dan mengubah satu sirip indeks,"['Denigration', 'Flaming']",Yes,"['zulhas', 'adalah', 'orang', 'yang', 'ejek', 'doa', 'syariah', 'tanpa', 'amin', 'dan', 'ubah', 'satu', 'sirip', 'indeks']"
,"tidak perlu menjadi cantik, yang penting adalah gatel+tidak mengenal diri sendiri","['Denigration', 'Flaming']",Yes,"['tidak', 'perlu', 'jadi', 'cantik', 'yang', 'penting', 'adalah', 'gateltidak', 'kenal', 'diri', 'sendiri']"
,Figur publik tidak semuanya pintar ada juga koplak permanen,"['Denigration', 'Flaming']",Yes,"['figur', 'publik', 'tidak', 'semua', 'cerdik', 'ada', 'juga', 'kocak', 'permanen']"
,Koleksi sekolah menengah keagamaan? Isin ah,"['Denigration', 'Flaming']",Yes,"['koleksi', 'sekolah', 'tengah', 'agama', 'malu', 'ah']"
,Foto dengan Menteri❌ Foto dengan koruptor ✅,"['Denigration', 'Flaming']",Yes,"['foto', 'dengan', 'menteri', 'foto', 'dengan', 'koruptor']"
,"Produk Lokal Dukurung, Merek Mewah Pribadi TP ...","['Denigration', 'Flaming']",Yes,"['produk', 'lokal', 'kurung', 'merek', 'mewah', 'pribadi', 'tapi']"
,"Anda bergabung dengan satu -satunya studi FOMO dan lebih buruk lagi Anda melanggar aturan, Anda bangga akan hal itu, Anda merasa keren, Anda tidak norak sama sekali","['Denigration', 'Flaming']",Yes,"['anda', 'gabung', 'dengan', 'satu', 'satu', 'studi', 'fomo', 'dan', 'lebih', 'buruk', 'lagi', 'anda', 'langgar', 'atur', 'anda', 'bangga', 'akan', 'hal', 'itu', 'anda', 'rasa', 'keren', 'anda', 'tidak', 'norak', 'sama', 'sekali']"
,"Saya ingin berbaikan seperti apa pun tetapi masih gatellll,","['Denigration', 'Flaming']",Yes,"['saya', 'ingin', 'baik', 'seperti', 'apa', 'bahkan', 'tetapi', 'masih', 'gatel']"
,tidak di film GA di RL dengan aktor🤭,"['Denigration', 'Flaming']",Yes,"['tidak', 'di', 'film', 'tidak', 'di', 'dunia', 'nyata', 'dengan', 'aktor']"
,"Sudah berterima kasih atas kelas Syifa ingin berteman dengan Anda, bahkan rusak oleh hubungan Pea, kesadaran diri!","['Denigration', 'Flaming']",Yes,"['sudah', 'terima', 'kasih', 'atas', 'kelas', 'syifa', 'ingin', 'teman', 'dengan', 'anda', 'bahkan', 'rusak', 'oleh', 'hubung', 'bodoh', 'sadar', 'diri']"
,Penjilat sejati bernama Raffi Ahmad😢😢,"['Denigration', 'Flaming']",Yes,"['jilat', 'sejati', 'nama', 'raffi', 'ahmad']"
,"Saya belum puas menjadi aktor D. Sekarang karier Anda bangga jika Anda tidak menjadi setara dengan sekolah menengah, apa yang Anda lakukan, tidak ada apa -apa jika tidak dihancurkan, apa sekolah menengah, apa AndaLakukan, jika Anda melakukannya, jika Anda seorang pelakunya, jangan hanya Gatel tetapi Anda harus lebih cantik dari pasangan aslinya!","['Denigration', 'Flaming']",Yes,"['saya', 'belum', 'puas', 'jadi', 'aktor', 'ada', 'sekarang', 'karir', 'anda', 'bangga', 'jika', 'anda', 'tidak', 'jadi', 'tara', 'dengan', 'sekolah', 'tengah', 'apa', 'yang', 'anda', 'laku', 'tidak', 'ada', 'apa', 'apa', 'jika', 'tidak', 'hancur', 'apa', 'sekolah', 'tengah', 'apa', 'andalakukan', 'jika', 'anda', 'laku', 'jika', 'anda', 'orang', 'laku', 'jangan', 'hanya', 'gatel', 'tetapi', 'anda', 'harus', 'lebih', 'cantik', 'dari', 'pasang', 'asli']"
,"Bahkan menurun, maaf yang mengatakan gatal","['Denigration', 'Flaming']",Yes,"['bahkan', 'turun', 'maaf', 'yang', 'kata', 'gatal']"
,"GPP tidak indah, yang penting adalah Gatel 😂","['Denigration', 'Flaming']",Yes,"['tidak', 'apa', 'tidak', 'cantik', 'yang', 'penting', 'adalah', 'gatel']"
,Ini adalah penyanyi fomo ya? Kecelakaan!,"['Denigration', 'Flaming']",Yes,"['ini', 'adalah', 'nyanyi', 'fomo', 'iya', 'celaka']"
,Saya baru menyadari bahwa mantan nama saya semua bernama Rizki Jerk semua orang yang pergi ke orang yang pergi tanpa pesan,"['Denigration', 'Flaming']",Yes,"['saya', 'baru', 'sadar', 'bahwa', 'mantan', 'nama', 'saya', 'semua', 'nama', 'rizky', 'jerk', 'semua', 'orang', 'yang', 'pergi', 'ke', 'orang', 'yang', 'pergi', 'tanpa', 'pesan']"
,"Klarifikasi yang megah, dia tidak tahu dia adalah orang yang berselingkuh untuk perselingkuhannya","['Denigration', 'Flaming']",Yes,"['klarifikasi', 'yang', 'megah', 'dia', 'tidak', 'tahu', 'dia', 'adalah', 'orang', 'yang', 'selingkuh', 'untuk', 'selingkuh']"
,Namira Anda merindukan kehidupan kehidupan nyata😂,"['Denigration', 'Flaming']",Yes,"['namira', 'anda', 'rindu', 'hidup', 'hidup', 'nyata']"
,Eh ada seorang religius,"['Denigration', 'Flaming']",Yes,"['eh', 'ada', 'orang', 'religius']"
,"Canggih oke, hanya penyanyi terkenal, Anda akan menemukan panggung untuk menggunakan situasinya","['Denigration', 'Flaming']",Yes,"['canggih', 'oke', 'hanya', 'nyanyi', 'kenal', 'anda', 'akan', 'temu', 'panggung', 'untuk', 'guna', 'situasi']"
,"Alhamdulillah, Cipa melepaskan mantan tahanan itu, dia bisa menjadi mulia, koleksinya adalah dos, yang dia kumpulkan sampai kamu mengumpulkan","['Denigration', 'Flaming']",Yes,"['alhamdulillah', 'syifa', 'lepas', 'mantan', 'tahan', 'itu', 'dia', 'bisa', 'jadi', 'mulia', 'koleksi', 'adalah', 'dos', 'yang', 'dia', 'kumpul', 'sampai', 'salut', 'kumpul']"
,"Gayamuuu Bro 😂 Ndangak Mu Keduwureennn, Ndukluk O!","['Denigration', 'Flaming']",Yes,"['gayamuu', 'bro', 'lihat', 'atas', 'mu', 'keduwureenn', 'ndukluk', 'o']"
,"Saya malu, saudara laki -laki, saudara laki -laki?","['Denigration', 'Flaming']",Yes,"['saya', 'malu', 'saudara', 'pria', 'pria', 'saudara', 'pria', 'pria']"
,Akwoakwoakwo hasil pencengkeraan cok,"['Denigration', 'Flaming']",Yes,"['wkwk', 'hasil', 'pencengkeraan', 'cok']"
,"Saya mengatakan bahwa jika Anda tidak merasa klarifikasi alih -alih orang lain yang dituduh sebagai Madep, bagian dari mereka yang berada di BAE","['Denigration', 'Flaming']",Yes,"['saya', 'kata', 'bahwa', 'jika', 'anda', 'tidak', 'rasa', 'klarifikasi', 'alih', 'alih', 'orang', 'lain', 'yang', 'tuduh', 'bagai', 'hadap', 'bagi', 'dari', 'mereka', 'yang', 'ada', 'di', 'baik']"
,"Deteksi indo -HR rendah dan tidak akan menjadi sumber daya indo -manusia.Itu harus penelitian terlebih dahulu.Pesan baru tampaknya tidak terbukti secara langsung, tetapi hanya Koar2 Nyampah,","['Denigration', 'Flaming']",Yes,"['deteksi', 'indonesia', 'hari', 'rendah', 'dan', 'tidak', 'akan', 'jadi', 'sumber', 'daya', 'indonesia', 'manusiaitu', 'harus', 'teliti', 'lebih', 'dahulupesan', 'baru', 'tampak', 'tidak', 'bukti', 'cara', 'langsung', 'tetapi', 'hanya', 'koar', 'sampah']"
,Saya mengatakan kawan?,"['Denigration', 'Flaming']",Yes,"['saya', 'kata', 'teman']"
,Lagu -lagu baru hanya menyelipkan salah satu haji haji -nya selama 2 bulan,"['Denigration', 'Flaming']",Yes,"['lagu', 'lagu', 'baru', 'hanya', 'selip', 'salah', 'satu', 'haji', 'haji', 'nya', 'lama', 'bulan']"
,WKWKWK ternyata drama ini mencapai kenyataan.Ya cok hahaha🤭,"['Denigration', 'Flaming']",Yes,"['wkwk', 'nyata', 'drama', 'ini', 'capai', 'kenyataanya', 'cok', 'hahaha']"
,Menteri Licker dan Money Money Washing Artists.,"['Denigration', 'Flaming']",Yes,"['menteri', 'licker', 'dan', 'uang', 'uang', 'washing', 'artists']"
,Itu tidak tahu,"['Denigration', 'Flaming']",Yes,"['itu', 'tidak', 'tahu']"
,"Kepercayaan mungkin, tetapi penting ""Ini adalah bentuk pencemaran nama baik sebagai gantinya"", di sekitar brrti antara c wanda & lingkaran dan rasa sakit mental yang dianggap tabu","['Denigration', 'Flaming']",Yes,"['percaya', 'mungkin', 'tetapi', 'penting', 'ini', 'adalah', 'bentuk', 'cemar', 'nama', 'bagus', 'bagai', 'ganti', 'di', 'sekitar', 'arti', 'antara', 'sih', 'wanda', 'lingkar', 'dan', 'rasa', 'sakit', 'mental', 'yang', 'anggap', 'tabu']"
,Ahhh itu adalah gadis yang malu,"['Denigration', 'Flaming']",Yes,"['ah', 'itu', 'adalah', 'gadis', 'yang', 'malu']"
,"Hedeehhm .. Saya tahu bahwa lagunya juga terlihat di foto dari Kaesang. ""nbe""","['Denigration', 'Flaming']",Yes,"['hedeehhm', 'saya', 'tahu', 'bahwa', 'lagu', 'juga', 'lihat', 'di', 'foto', 'dari', 'kaesang', 'nbe']"
,"Jadi perselingkuhannya tidak harus menyenangkan, yang paling penting adalah masalahnya, mba 😂 makan pria","['Denigration', 'Flaming']",Yes,"['jadi', 'selingkuh', 'tidak', 'harus', 'senang', 'yang', 'paling', 'penting', 'adalah', 'masalah', 'mbak', 'makan', 'pria']"
,"Keluar, meskipun itu lucu, tetapi bagaimana bisa itu sebenarnya adalah aktor, jika Anda ingin menjadi gatel, Anda tidak harus pintar, itu hanya banyak.","['Denigration', 'Flaming']",Yes,"['keluar', 'meski', 'itu', 'lucu', 'tetapi', 'bagaimana', 'bisa', 'itu', 'benar', 'adalah', 'aktor', 'jika', 'anda', 'ingin', 'jadi', 'gatel', 'anda', 'tidak', 'harus', 'cerdik', 'itu', 'hanya', 'banyak']"
,Saya pikir,"['Denigration', 'Flaming']",Yes,"['saya', 'pikir']"
,Pho Anjir Gangotak masih menembak dengan seorang pria orgwkkkkkkkk,"['Denigration', 'Flaming']",Yes,"['pho', 'anjir', 'tidak', 'masuk', 'akal', 'masih', 'tembak', 'dengan', 'orang', 'pria', 'orgwkk']"
,"Bro, apa yang Anda lakukan dengan jilbab?","['Denigration', 'Flaming']",Yes,"['bro', 'apa', 'yang', 'anda', 'laku', 'dengan', 'jilbab']"
,Mengapa tidak menghubungkan studi di peringkat pria?,"['Denigration', 'Flaming']",Yes,"['mengapa', 'tidak', 'hubung', 'studi', 'di', 'peringkat', 'pria']"
,Musisi ingin memperhatikan,"['Denigration', 'Flaming']",Yes,"['musisi', 'ingin', 'perhati']"
,"Menteri Armedia, Bet Play sebagai permainan","['Denigration', 'Flaming']",Yes,"['menteri', 'armedia', 'sangat', 'main', 'bagai', 'main']"
,Teman geng juga tidak ingin mengingatnya !!!,"['Denigration', 'Flaming']",Yes,"['teman', 'gang', 'juga', 'tidak', 'ingin', 'ingat']"
,Biarkan saya mendapatkan pria yang tidak boleh menjadi gatel terlebih dahulu,"['Denigration', 'Flaming']",Yes,"['biar', 'saya', 'dapat', 'pria', 'yang', 'tidak', 'boleh', 'jadi', 'gatel', 'lebih', 'dahulu']"
,"Di tingkat seorang profesional, tetapi seorang amatir - - penguat konstitusi mendukung yang jelas merusak tatanan demokratis","['Denigration', 'Flaming']",Yes,"['di', 'tingkat', 'orang', 'profesional', 'tetapi', 'orang', 'amatir', 'kuat', 'konstitusi', 'dukung', 'yang', 'jelas', 'rusak', 'tatanan', 'demokratis']"
,Jika sudah minimum.,"['Denigration', 'Flaming']",Yes,"['jika', 'sudah', 'minimum']"
,"Oh, ternyata penyanyi itu, yang pilih -pilih, rupanya mengatakan bahwa saya tidak ingin hadir, saya memikirkan pengaturan Justin Bieber, ternyata ... tidak sombong, itu juga terkenal dengan lagu ini saja saja","['Denigration', 'Flaming']",Yes,"['oh', 'nyata', 'nyanyi', 'itu', 'yang', 'pilih', 'pilih', 'rupa', 'kata', 'bahwa', 'saya', 'tidak', 'ingin', 'hadir', 'saya', 'pikir', 'atur', 'justin', 'bieber', 'nyata', 'tidak', 'sombong', 'itu', 'juga', 'kenal', 'dengan', 'lagu', 'ini', 'saja', 'saja']"
,Apa yang benar -benar mendukung omong kosong,"['Denigration', 'Flaming']",Yes,"['apa', 'yang', 'benar', 'benar', 'dukung', 'omong', 'kosong']"
,Jangan akui musisi jika Anda tidak ingin lagu itu dinikmati oleh orang -orang.Politik tidak dapat merusak seni! memahami!,"['Denigration', 'Flaming']",Yes,"['jangan', 'aku', 'musisi', 'jika', 'anda', 'tidak', 'ingin', 'lagu', 'itu', 'nikmat', 'oleh', 'orang', 'orangpolitik', 'tidak', 'dapat', 'rusak', 'seni', 'paham']"
,"Jamet, tetapi bermain film, tidak menuduh saya curang.","['Denigration', 'Flaming']",Yes,"['jamet', 'tetapi', 'main', 'film', 'tidak', 'tuduh', 'saya', 'curang']"
,"Tidak murni, jadi saya benar -benar aktor ini","['Denigration', 'Flaming']",Yes,"['tidak', 'murni', 'jadi', 'saya', 'benar', 'benar', 'aktor', 'ini']"
,Jika yang murah dapat membuatnya mudah (aktif),"['Denigration', 'Flaming']",Yes,"['jika', 'yang', 'murah', 'dapat', 'buat', 'mudah', 'aktif']"
