username,text,dominant_label,binary_label,tokenized_comment
,"Tidak sulit menjadi penyanyi jika lagu itu tidak ingin menggunakan Woy !! norak, sombong !! Jangan dengarkan, jadi Anda mengerti !!","['Flaming', 'Harassment']",Yes,"['tidak', 'sulit', 'nyanyi', 'lagu', 'tidak', 'hai', 'norak', 'sombong', 'dengar', 'erti']"
,Lagunya seperti Taek.Saya juga tidak mendengar,"['Flaming', 'Harassment']",Yes,"['lagu', 'suka', 'tahi', 'tidak', 'dengar']"
,Lagu jelek apa yang tidak begitu tidak mau,"['Flaming', 'Harassment']",Yes,"['lagu', 'jelek', 'tidak', 'tidak']"
,Astaga ... ini benar -benar seorang seniman ... tetapi masalahnya tidak jelas dan posnya tidak mau ... 🤣🤣 asli mencoba menggunakan kakak otak ... hahaha,"['Flaming', 'Harassment']",Yes,"['astaga', 'artis', 'tidak', 'jernih', 'pos', 'tidak', 'asli', 'coba', 'kakak', 'otak', 'ha', 'ha', 'ha']"
,Tidak terkenal tapi diragukan ... Anda merasa,"['Flaming', 'Harassment']",Yes,"['tidak', 'kenal', 'ragu']"
,"HALAH sangat sombong, saya tidak ingin mendengarkan lagunya meskipun nanti lagunya nanti saya segera lewati 🤣","['Flaming', 'Harassment']",Yes,"['halah', 'sombong', 'tidak', 'dengar', 'lagu', 'lagu', 'lewat']"
,Dihhh Amit Amit Jabang Bayik Pnas Ear I dengan Lagu Anda,"['Flaming', 'Harassment']",Yes,"['dih', 'amit', 'amit', 'jabang', 'bayik', 'pna', 'ear', 'i', 'lagu']"
,"Saya bersumpah, saya menyukainya, saya sangat suka lagu Anda, tapi sekarang, tidak. Jadi, saya melihat kesombongan Anda. Lagu Anda terkenal untuk Anda, Anda arogan. Untuk apa Anda seorang penyanyi, jika Anda memilih orang untuk orang untuk melakukannyaNikmati lagu Anda?🔥","['Flaming', 'Harassment']",Yes,"['sumpah', 'suka', 'suka', 'lagu', 'tidak', 'sombong', 'lagu', 'kenal', 'arogan', 'nyanyi', 'pilih', 'orang', 'orang', 'melakukannyanikmati', 'lagu']"
,"Saya tidak memikirkannya, kenapa Anda bisa mengetik, tidak mau menggunakan anak nomor 1 ini di ini>","['Flaming', 'Harassment']",Yes,"['tidak', 'pikir', 'etik', 'tidak', 'anak', 'nomor']"
,Wkwk di salad penggemar garis keras DURA menjilat air liur itu sendiri .. wkwk ndeso ndeso,"['Flaming', 'Harassment']",Yes,"['wkwk', 'salad', 'gemar', 'garis', 'keras', 'dura', 'jilat', 'air', 'liur', 'wkwk', 'ndeso', 'ndeso']"
,"Apakah lagu Anda terkenal? Saya tidak pernah mendengarkan lagu yang baru saja Anda punya lagu, tetapi saya tidak ingin lagu itu menggunakannya, Anda baru saja membuat lagu untuk Anda, Anda bernyanyi sendiri, Anda mendengarkan diri sendiri. Jangan repot -repotmengunggah, blog","['Flaming', 'Harassment']",Yes,"['lagu', 'kenal', 'tidak', 'dengar', 'lagu', 'lagu', 'tidak', 'lagu', 'guna', 'lagu', 'nyanyi', 'dengar', 'repot', 'repotmengunggah', 'goblok']"
,Hanya selaguu bziir yang membawa bpj lagi.,"['Flaming', 'Harassment']",Yes,"['selaguu', 'bziir', 'bawa', 'bpj']"
,Pretentious Perfect.,"['Flaming', 'Harassment']",Yes,"['pretentious', 'sempurna']"
,"Tidak perlu menyanyikan Anda, lagu Anda juga bagus! Sangat bagus, karya Anda bagus","['Flaming', 'Harassment']",Yes,"['tidak', 'butuh', 'nyanyi', 'lagu', 'bagus', 'bagus', 'karya', 'bagus']"
,"Apa lagu Ngeen, Anda melakukannya? Wkwkwk pertama kali mendengarkan saya terlalu mengantuk, tidak ada lagu keren dan lagu mengantuk 😂","['Flaming', 'Harassment']",Yes,"['lagu', 'ngeen', 'laku', 'wkwkwk', 'kali', 'dengar', 'antuk', 'tidak', 'lagu', 'keren', 'lagu', 'antuk']"
,Musisi Belagu ... tidak hanya terkenal ... Q juga tidak ingin mendengar lagu Anda ...,"['Flaming', 'Harassment']",Yes,"['musisi', 'belagu', 'tidak', 'kenal', 'ku', 'tidak', 'dengar', 'lagu']"
,Tidak mau siapa yang bernyanyi tidak mandi,"['Flaming', 'Harassment']",Yes,"['tidak', 'nyanyi', 'tidak', 'mandi']"
,Awal I SK Dgrin Lagumu Bang..skg gi jdi karena kesombongan Anda ... bru terkenal DKIT arogan bang bang😢,"['Flaming', 'Harassment']",Yes,"['i', 'suka', 'dgrin', 'lagu', 'bangskg', 'gi', 'sombong', 'kenal', 'dikit', 'arogan', 'bang', 'bang']"
,"Apa fungsi Anda untuk lagu apa untuk Cook, jika Anda ingin didengar oleh orang -orang atau mengenakan yowes orang tidak perlu bernyanyi lagi, hanya satu gaya gaya yang melebihi musisi dunia, yang musisi legendanya tidak terlalu sombong, tidak adaPenyesalan di awal di Endyes, saya harap Karia Anda akan berada di planet Pluto lagi","['Flaming', 'Harassment']",Yes,"['fungsi', 'lagu', 'masak', 'dengar', 'orang', 'orang', 'kena', 'yowes', 'orang', 'tidak', 'butuh', 'nyanyi', 'gaya', 'gaya', 'lebih', 'musisi', 'dunia', 'musisi', 'legenda', 'tidak', 'sombong', 'tidak', 'adapenyesalan', 'endyes', 'harap', 'karia', 'planet', 'pluto']"
,"Lu Lu Bagus Bang, tetapi hanya satu lagu yang sudah terasa meroket. Berhati -hatilah, jika terlalu sombong, Tuhan dapat mengambil semua yang telah Anda perjuangkan untuk 🔥","['Flaming', 'Harassment']",Yes,"['bagus', 'bang', 'lagu', 'sudah', 'roket', 'hati', 'hati', 'sombong', 'mulia', 'ambil', 'milik', 'juang']"
,"Saya tidak ingin mendengarkan lagu Anda, tetapi viral yang sombong telah memaafkan 🤣🤣🤣","['Flaming', 'Harassment']",Yes,"['tidak', 'dengar', 'lagu', 'virus', 'sombong', 'milik', 'maaf']"
,"Belagu Luuu, Auto Delete Lu Song dari Playlist","['Flaming', 'Harassment']",Yes,"['belagu', 'mobil', 'delete', 'lagu', 'daftar', 'putar']"
,"Woow telah dilihat oleh komentar, arogan tetapi tidak berani banyak bicara, lulus dari Anda bernyanyi ... karena kesombongan Anda.cuihhh","['Flaming', 'Harassment']",Yes,"['wow', 'milik', 'komentar', 'arogan', 'tidak', 'berani', 'bicara', 'lulus', 'nyanyi', 'sombong', 'andacuihh']"
,"pria najis jadi haram jadi kamu adalah penyimpangan bodoh orang bodoh seperti kamu gapantes memberikan panggung najis, kamu putus, ya?","['Flaming', 'Harassment']",Yes,"['pria', 'najis', 'haram', 'adalah', 'simpang', 'bodoh', 'orang', 'bodoh', 'suka', 'tidak', 'panggung', 'najis', 'putus', 'ya']"
,"Lagunya sangat menjadi penyanyi top 😂, benar -benar diragukan ... jika lagu Anda tidak mau menggunakannya, jangan buat saya bro ... terima kasih Tuhan saya tidak suka lagu Anda, maaf saya tidak ingin politik politik""Aku tidak bisa begitu saja kamu bisa","['Flaming', 'Harassment']",Yes,"['lagu', 'nyanyi', 'ragu', 'lagu', 'tidak', 'guna', 'kawan', 'terima', 'cinta', 'mulia', 'tidak', 'suka', 'lagu', 'maaf', 'tidak', 'politik', 'politika', 'tidak']"
,"Jika Anda tidak ingin lagu Anda menggunakan orang, saya membuat lagu lucu! Sono bernyanyi sendirian di kamar mandi sehingga tidak menggunakan orang","['Flaming', 'Harassment']",Yes,"['tidak', 'lagu', 'orang', 'lagu', 'lucu', 'nyanyi', 'ruang', 'mandi', 'tidak', 'orang']"
,"Saya ingin terkenal karena Anda, Segaala tidak mau, tidak mau ... hanya satu kelas diva tidak diragukan.","['Flaming', 'Harassment']",Yes,"['kenal', 'segaala', 'tidak', 'tidak', 'kelas', 'diva', 'tidak', 'ragu']"
,"Saya pikir itu cek biru ... 🤣 Gayanya megah, tuan, lagu Anda membuat saya mengantuk 🥱","['Flaming', 'Harassment']",Yes,"['pikir', 'periksa', 'biru', 'gaya', 'megah', 'lagu', 'antuk']"
,"Jangan diberi nama besar, bukan?","['Flaming', 'Harassment']",Yes,"['nama', 'tidak']"
,Aku bersumpah terlalu sombong🤮 tidak mau mendengarkan lagumu🤮,"['Flaming', 'Harassment']",Yes,"['sumpah', 'sombong', 'tidak', 'dengar', 'lagu']"
,"Saya pikir mereka yang memiliki lagu masih muda, energik, tampan, jutaan pengikut, eh ternyata eh ternyata, sudah tua, wajah Sliweran di pasar, pekerjaan baru tahu ini karena ada berita ""Gasudi"".Satu hari Kaesang bisa saja menjadi gubernur atau apa pun, saya mengingatkan Anda untuk tidak bergerak lebih dekat kepadanya jika itu terjadi. Kerja lebih banyak sehingga Anda semakin dikenal, bukan bagaimana menunjukkan perilaku buruk seperti ini. Besides, saya katakan, saya katakan,Ya, pekerjaan Anda telah dilemparkan ke pasar publik, itu berarti pekerjaan Anda dapat digunakan oleh siapa saja kecuali untuk tujuan komersial. Jika Anda keberatan dengan lagu Anda untuk digunakan oleh orang lain, ada baiknya menyimpannya dalam file pribadi, itu tidakSulit diterbitkan.","['Flaming', 'Harassment']",Yes,"['pikir', 'milik', 'lagu', 'muda', 'energik', 'tampan', 'juta', 'ikut', 'eh', 'eh', 'sudah', 'tua', 'hadap', 'pasar', 'kerja', 'berita', 'gasudisatu', 'kaesang', 'gubernur', 'tidak', 'gerak', 'kenal', 'tidak', 'perilaku', 'buruk', 'suka', 'besides', 'kataka', 'kerja', 'milik', 'lempar', 'pasar', 'publik', 'kerja', 'kecuali', 'tuju', 'komersial', 'berat', 'lagu', 'orang', 'baik', 'simpan', 'aju', 'pribadi', 'tidaksulit', 'terbit']"
,"Idihh merasa bruno mars kamu sekarang ???Hanya salah satu lagu Anda yang viral, terlalu ragu, saya akan mendengar lagu Anda","['Flaming', 'Harassment']",Yes,"['idih', 'bruno', 'mars', 'salah', 'lagu', 'virus', 'ragu', 'dengar', 'lagu']"
,"Kenapa musisi itu sombong !!! Anda merasa paling keren ???!!!
Besok Anda memiliki lagu yang perlu Anda publikasikan !!!","['Flaming', 'Harassment']",Yes,"['musisi', 'sombong', 'keren', 'besok', 'milik', 'lagu', 'butuh', 'publikasi']"
,"Saya harus bersyukur, ini bahkan mengatakan bahwa saya tidak ingin bersedia, ya, itu tidak terlalu terkenal, jangan smbong, bro","['Flaming', 'Harassment']",Yes,"['syukur', 'tidak', 'sedia', 'ya', 'tidak', 'kenal', 'smbong', 'kawan']"
,"Manusia sama seperti ini, jadi saya tahu bahwa nanti akan dipenjara karena Diplonco Panta, ***","['Flaming', 'Harassment']",Yes,"['manusia', 'suka', 'penjara', 'plonco', 'panta']"
,"Lagu baru 1, periksa biru, belum diragukan, hisny lu terima kasih kepada Kaesang, lagu itu bisa menjadi berkah di pos sekolah menengah yang bisa dia booming. Setelah karier Anda, Anda viral, itu bagus hanya lagu Anda lucu, di dalamTawa Ariel Noah Lu 🤣🤣🤣 Sudi High School!","['Flaming', 'Harassment']",Yes,"['lagu', 'periksa', 'biru', 'belum', 'ragu', 'hisny', 'terima', 'cinta', 'kaesang', 'lagu', 'berkah', 'pos', 'sekolah', 'tengah', 'booming', 'karier', 'virus', 'bagus', 'lagu', 'lucu', 'dalamtawa', 'ariel', 'nuh', 'sudi', 'school']"
,Saya tidak ingin ... sangat banyak orang ... hanya kelas dewa tidak begitu seperti itu,"['Flaming', 'Harassment']",Yes,"['tidak', 'orang', 'kelas', 'dewa', 'tidak', 'suka']"
,Najissss Musisi baru menerbitkan gayanya yang sangat tinggi,"['Flaming', 'Harassment']",Yes,"['najis', 'musisi', 'terbit', 'gaya']"
,"Tidak mau tidak mau, cuihhhh","['Flaming', 'Harassment']",Yes,"['tidak', 'tidak', 'cuihh']"
,Bego lu rio udh ingin menjadi terkenal sebagai gantinya blunder .... bye rio semoga kamu abadi dengan bunga kamu aowkwowkw,"['Flaming', 'Harassment']",Yes,"['bodoh', 'rio', 'sudah', 'kenal', 'ganti', 'salah', 'ceroboh', 'selamat', 'tinggal', 'rio', 'moga', 'abadi', 'bunga', 'aowkwowkw']"
,"Eeeee Dog, Anda jauh, tidak berpura -pura menjadi anjing yang meragukan.","['Flaming', 'Harassment']",Yes,"['eee', 'dog', 'tidak', 'pura', 'kuil', 'anjing', 'ragu']"
,"Ini adalah yang paling di IG Cuihhh, hanya memiliki lagu, sungguh, saya tidak perlu membuat lagu jika tidak menggunakan anjirtt","['Flaming', 'Harassment']",Yes,"['adalah', 'instagram', 'cuihh', 'milik', 'lagu', 'benar', 'tidak', 'butuh', 'lagu', 'tidak', 'anjirtt']"
,Wkwkwk blasphemed 😂. Jadi jangan sombong. Karier Anda baru saja naik ehh ingin redup lagi,"['Flaming', 'Harassment']",Yes,"['wkwkwk', 'blasphemed', 'sombong', 'karier', 'eh', 'redup']"
,AJG Bastian Pantes Oth usaha,"['Flaming', 'Harassment']",Yes,"['ajg', 'bastian', 'oth', 'bisnis']"
,Anda sangat megah,"['Flaming', 'Harassment']",Yes,['megah']
,"tidak lagi mau mendengarkan lagu, Amit ""DEH ternyata penyanyi itu seperti ini *tidak mau *","['Flaming', 'Harassment']",Yes,"['tidak', 'dengar', 'lagu', 'amit', 'deh', 'nyanyi', 'suka', 'tidak']"
,"Suara Anda hanyalah sebuah koncet, gaya waktu Anda bujangan, lebih baik mendengar pengamen lapangan","['Flaming', 'Harassment']",Yes,"['suara', 'koncet', 'gaya', 'bujang', 'bagus', 'dengar', 'amen', 'lapang']"
,"Pekerjaan Anda tidak ingin semua orang dinikmati, Anda tidak perlu diterbitkan dan tidak perlu komersial ... sombong ... Anda tahu ujung arogan adalah basis kehancuran ...hanya basis ...","['Flaming', 'Harassment']",Yes,"['kerja', 'tidak', 'orang', 'nikmat', 'tidak', 'butuh', 'terbit', 'tidak', 'butuh', 'komersial', 'sombong', 'ujung', 'arogan', 'adalah', 'basis', 'hancur', 'basis']"
,"Mungkin jika di X Anda akan dianggap sebagai pahlawan dan Asosiasi Monyet Pecinta Yaman, tetapi di media sosial lainnya ?? Pffffttt Malu pada Anda Madafaka","['Flaming', 'Harassment']",Yes,"['kali', 'anggap', 'pahlawan', 'asosiasi', 'monyet', 'cinta', 'yaman', 'media', 'sosial', 'pfftt', 'malu', 'madafaka']"
,"Belum terkenal, sudah ada banyak gaya, Anda punya","['Flaming', 'Harassment']",Yes,"['belum', 'kenal', 'sudah', 'gaya']"
,Sangat menakutkan tuan. Hanya yang terkenal 1 sekali lagi itu benar -benar sombong. Sifat musisi juga tidak seperti itu. Susun untuk mendapatkan peluru sendiri.mencerminkan sifat musisi yang baik,"['Flaming', 'Harassment']",Yes,"['takut', 'kenal', 'sombong', 'ciri', 'musisi', 'tidak', 'suka', 'susun', 'peluru', 'sendirimencerminkan', 'ciri', 'musisi', 'bagus']"
,"Dihhh menjadi musisi baru kemarin di sore hari, tapi dia seperti itu, tapi saya tidak menghormati, saya tidak pernah memperbarui lagu Anda, saya tidak ingin bersedia, gendang telinga saya akan kesal","['Flaming', 'Harassment']",Yes,"['dih', 'musisi', 'kemarin', 'sore', 'suka', 'tidak', 'hormat', 'tidak', 'baru', 'lagu', 'tidak', 'sedia', 'drum', 'telinga', 'kesal']"
,Wkwkwkwk otw ancorrrr dan karier Anda !!! maka tidak sulit untuk diragukan iyuuuhhh🤮🤮🤮🤮,"['Flaming', 'Harassment']",Yes,"['wkwkwkwk', 'otw', 'ancorr', 'karier', 'tidak', 'sulit', 'ragu', 'iyuuhh']"
,"Pernahkah Anda merasakan musisi legendaris Anda ?? Ahmad Dhani's Class, Iwan Fals baru saja menenangkan bagaimana lagu itu digunakan oleh orang.","['Flaming', 'Harassment']",Yes,"['pernah', 'rasa', 'musisi', 'legendaris', 'ahmad', 'dhanis', 'class', 'iwan', 'fals', 'tenang', 'lagu', 'orang']"
,Terasa Agnesmo ya kamu wak..baru 1 lagu sok iye ... tidak mau cuihhh😮😂,"['Flaming', 'Harassment']",Yes,"['agnesmo', 'ya', 'wakbaru', 'lagu', 'megah', 'iya', 'tidak', 'cuihh']"
,"Tidak mau, tidak mau ... Anda sangat bangga 😌","['Flaming', 'Harassment']",Yes,"['tidak', 'tidak', 'bangga']"
,"Tidak perlu membuat lagu, loee mbosenin cuu xxx lagu 😂😂","['Flaming', 'Harassment']",Yes,"['tidak', 'butuh', 'lagu', 'loee', 'bosenin', 'cuu', 'xx', 'lagu']"
,Tidak ada yang menampar apa yang orang ... sudah sangat kurang ajar dengan cincin 1 seperti itu. Saya baru saja membaca sakit Anda tahu.,"['Flaming', 'Harassment']",Yes,"['tidak', 'tampar', 'orang', 'sudah', 'ajar', 'cincin', 'suka', 'baca', 'sakit']"
,Saya bersedia mendengar lagu Anda yang baru sombong meskipun B.,"['Flaming', 'Harassment']",Yes,"['sedia', 'dengar', 'lagu', 'sombong', 'b']"
,"Baru saja mendengar dan tidak menyukainya, saya pikir lagunya rusak, wkwkwk ... Saya tidak ingin bertahan dan Kelg, tapi kenapa saya mendengarkan lagunya, itu tidak bisa sangat sombong ... hadirwww, ini adalah sidang baru, tapi saya tidak ingin mendengarnya karena sangat sombong ... jangan membuat lagu","['Flaming', 'Harassment']",Yes,"['dengar', 'tidak', 'suka', 'pikir', 'lagu', 'rusak', 'wkwkwk', 'tidak', 'tahan', 'keluarga', 'dengar', 'lagu', 'tidak', 'sombong', 'hadiah', 'adalah', 'sidang', 'tidak', 'dengar', 'sombong', 'lagu']"
,"Saya tidak ingin mendengar lagu Anda, Anda adalah musisi yang sombong!","['Flaming', 'Harassment']",Yes,"['tidak', 'dengar', 'lagu', 'adalah', 'musisi', 'sombong']"
,"Saya baru saja mendengar dan bersumpah lagunya, tidak baik didengar","['Flaming', 'Harassment']",Yes,"['dengar', 'sumpah', 'lagu', 'tidak', 'bagus', 'dengar']"
,"Apakah Anda tahu bahwa Anda adalah sifat seorang pria, apa yang Anda gunakan secara langsung?","['Flaming', 'Harassment']",Yes,"['adalah', 'ciri', 'pria', 'langsung']"
,Bajingan Lu paling terkenal terasa,"['Flaming', 'Harassment']",Yes,"['bajing', 'kenal']"
,"Di sini karena saya tidak ingin siap, Pak ... ini adalah kisah saya, saya hanya tahu lagu dan penampilan Anda.Gosah Arogan angkuh","['Flaming', 'Harassment']",Yes,"['tidak', 'emas', 'adalah', 'kisah', 'lagu', 'tampil', 'andagosah', 'arogan', 'angkuh']"
,Ayooo tidak mengikuti lagu yang lebih baik.🔥,"['Flaming', 'Harassment']",Yes,"['ayo', 'tidak', 'ikut', 'lagu', 'bagus']"
,"Saya tidak murni, mendengarkan lagunya","['Flaming', 'Harassment']",Yes,"['tidak', 'murni', 'dengar', 'lagu']"
,"Menangis Maaf !!!
Dan satu -satunya yang dikomentari: mengapa Anda ingin memeluk diri sendiri !!
Semakin di sini semakin lancang","['Flaming', 'Harassment']",Yes,"['menang', 'maaf', 'satu', 'komentar', 'peluk', 'lancang']"
,"Jangan gunakan lagu itu, saudara jika Anda tidak ingin lagu Anda didengar dan diperbarui org2 😂 Tacky you dogs, juga musisi baru tops","['Flaming', 'Harassment']",Yes,"['lagu', 'tidak', 'lagu', 'dengar', 'baru', 'orang', 'tacky', 'dogs', 'musisi', 'tops']"
,"Menuntut Soan Fomo, hanya 1 lagu, yaitu bunga tubuh 💩💩","['Flaming', 'Harassment']",Yes,"['tuntut', 'soan', 'fomo', 'lagu', 'bunga', 'tubuh']"
,"Arogan dan bangga, ternyata tidak ada yang abadi di dunia ini.Karma Anda juga harus merasa, tolong ingat, ingat tentang itu","['Flaming', 'Harassment']",Yes,"['arogan', 'bangga', 'tidak', 'abadi', 'dunia', 'inikarma', 'bantu']"
,"Sejujurnya, ini adalah penyanyi SMP444H.Karena tidak menyenangkan mendengarku.","['Flaming', 'Harassment']",Yes,"['jujur', 'adalah', 'nyanyi', 'smphkarena', 'tidak', 'senang', 'dengar']"
,Saya tidak ingin melakukan Raimu Tel Gatel ... lagu Elek Kalean Polah benar -benar menuntut,"['Flaming', 'Harassment']",Yes,"['tidak', 'rai', 'tel', 'gatel', 'lagu', 'jelek', 'gaya', 'tuntut']"
,Siapa itu?,"['Flaming', 'Harassment']",Yes,[]
,"Saya bersumpah, saya tahu bahwa dia tidak ingin siap ... Saya tahu jika dia seorang penyanyi.😂😂 Lagu Anda","['Flaming', 'Harassment']",Yes,"['sumpah', 'tidak', 'nyanyi', 'lagu']"
,"Hoalahhh lekkk leekkk, bagaimana hasilnya?","['Flaming', 'Harassment']",Yes,"['hoalahh', 'lekk', 'leekk', 'hasil']"
,Musisi dunia Anda?,"['Flaming', 'Harassment']",Yes,"['musisi', 'dunia']"
,"Sejak awal lagu viral tidak siap untuk mendengarnya, seorang anak laki -laki blaguer","['Flaming', 'Harassment']",Yes,"['lagu', 'virus', 'tidak', 'dengar', 'anak', 'pria', 'pria', 'blaguer']"
,"Seolah -olah lagu itu terdengar jutaan orang, saya juga mendengar najis","['Flaming', 'Harassment']",Yes,"['olah', 'lagu', 'dengar', 'juta', 'orang', 'dengar', 'najis']"
,Pengamen jalanan yang menerima panggung sombong.,"['Flaming', 'Harassment']",Yes,"['amen', 'jalan', 'terima', 'panggung', 'sombong']"
,"Ehhhhh ini adalah sindrom bintang, orang awam, tetapi pertandingannya adalah maestro.Jika Anda tidak ingin didengar oleh salah satu orang, lirik yang bodoh, buat saja resep rahasia untuk pekerjaan Anda.","['Flaming', 'Harassment']",Yes,"['eh', 'adalah', 'sindroma', 'bintang', 'orang', 'awam', 'tanding', 'adalah', 'maestrojika', 'tidak', 'dengar', 'salah', 'orang', 'lirik', 'bodoh', 'resep', 'rahasia', 'kerja']"
,"Bunga abadi terburuk yang pernah saya dengar, saya tidak ingin mendengarnya ¡!!!!!!!!!!!!","['Flaming', 'Harassment']",Yes,"['bunga', 'abadi', 'buruk', 'dengar', 'tidak', 'dengar']"
,"Anda begitu banyak, Anda sombong, musik Anda memiliki aroma politik.","['Flaming', 'Harassment']",Yes,"['sombong', 'musik', 'milik', 'aroma', 'politik']"
,"Meskipun saya juga benci politik akhir -akhir ini, saya ingin memiliki lebih banyak sikap Anda. Rasakan, pertahankan sikap Anda.","['Flaming', 'Harassment']",Yes,"['benci', 'politik', 'milik', 'sikap', 'rasa', 'tahan', 'sikap']"
,Buat musisi Ancur ini !!!!!,"['Flaming', 'Harassment']",Yes,"['musisi', 'hancur']"
,Ra Sudi,"['Flaming', 'Harassment']",Yes,"['tidak', 'sudi']"
,Orang -orang yang jijik dengan orang -orang yang sombong,"['Flaming', 'Harassment']",Yes,"['orang', 'orang', 'jijik', 'orang', 'orang', 'sombong']"
,"Jika Anda sombong atau tidak suka tetap tenang, tuan.","['Flaming', 'Harassment']",Yes,"['sombong', 'tidak', 'suka', 'tenang']"
,Wkwkwk Anda tahu mengapa museum itu dibuat karena orang tua tahu bahwa seni yang baik ini dibuat oleh orang ini yang juga bangga dengan lagu ini,"['Flaming', 'Harassment']",Yes,"['wkwkwk', 'museum', 'orang', 'tua', 'seni', 'bagus', 'orang', 'bangga', 'lagu']"
,Orang -orang seperti Anda tidak akan mendapatkan panggung di industri musik.,"['Flaming', 'Harassment']",Yes,"['orang', 'orang', 'suka', 'tidak', 'panggung', 'industri', 'musik']"
,Aku berdampak denganmu*l,"['Flaming', 'Harassment']",Yes,"['dampak', 'denganmul']"
,"Sangat sombong kamu ... siapa yang sebenarnya kamu lakukan, saudara? Tidak ada yang siap mendengar lagunya ...","['Flaming', 'Harassment']",Yes,"['sombong', 'laku', 'tidak', 'dengar', 'lagu']"
,"Benar -benar blagu untuk mengatakan ""ga sudi"", meskipun saya tahu bahwa lagu ini hanya grgr yang digunakan oleh Kaesang, yang didirikan oleh penyanyi giniii idiiiwww inyuuhhh","['Flaming', 'Harassment']",Yes,"['lagu', 'tidak', 'sudi', 'lagu', 'gara-gara', 'kaesang', 'diri', 'nyanyi', 'idiiww', 'inyuuhh']"
,Sekarang semuanya belum siap !!,"['Flaming', 'Harassment']",Yes,['belum']
,"Ini seperti penyanyi terkenal, hanya artis baru kemarin seperti penyanyi internasional. Jadi tidak butuh banyak gaya","['Flaming', 'Harassment']",Yes,"['suka', 'nyanyi', 'kenal', 'artis', 'kemarin', 'suka', 'nyanyi', 'internasional', 'tidak', 'butuh', 'gaya']"
,"@Rio_clappy, saya tidak ingin saya menggunakan lagu favorit saya ... hanya 1 lagu.","['Flaming', 'Harassment']",Yes,"['tidak', 'lagu', 'favorit', 'lagu']"
,"1 lagu pertama yang merupakan hits hits juga merupakan salah satu lagu terakhir untuk Anda, Anda sombong!","['Flaming', 'Harassment']",Yes,"['lagu', 'kenal', 'kenal', 'salah', 'lagu', 'sombong']"
,"Jika bukan karena viral kemarin, saya tidak akan tahu hal yang sama dengan orang terkenal, lagu itu bukan lagu yang ditentukan Kurg untuk tidak siap menggunakan lagu pada orang lain, dihhh.","['Flaming', 'Harassment']",Yes,"['tidak', 'virus', 'kemarin', 'tidak', 'urus', 'orang', 'kenal', 'lagu', 'tidak', 'lagu', 'tentu', 'kurg', 'tidak', 'lagu', 'orang', 'dih']"
,Saya tidak akan siap,"['Flaming', 'Harassment']",Yes,['tidak']
,Tidak sulit menjadi penyanyi jika lagu itu tidak ingin menggunakannya !!,"['Flaming', 'Harassment']",Yes,"['tidak', 'sulit', 'nyanyi', 'lagu', 'tidak', 'guna']"
,Lagunya seperti Taek.,"['Flaming', 'Harassment']",Yes,"['lagu', 'suka', 'tahi']"
,Lagu jelek apa yang tidak begitu cuihhhh,"['Flaming', 'Harassment']",Yes,"['lagu', 'jelek', 'tidak', 'cuihh']"
,Kebaikan saya ... Itu benar -benar seorang seniman ... tetapi masalahnya tidak jelas dan kontribusinya belum siap ... 🤣🤣 Asli mencoba menggunakan saudara perempuan ... hahaha,"['Flaming', 'Harassment']",Yes,"['baik', 'artis', 'tidak', 'jernih', 'kontribusi', 'belum', 'asli', 'coba', 'perempuan', 'ha', 'ha', 'ha']"
,"Tidak terkenal, tapi diragukan ... Anda merasa","['Flaming', 'Harassment']",Yes,"['tidak', 'kenal', 'ragu']"
,"Halah sangat sombong.Saya tidak akan ingin mendengar lagunya, meskipun nanti lagu segera dilewati 🤣","['Flaming', 'Harassment']",Yes,"['halah', 'sombongsaya', 'tidak', 'dengar', 'lagu', 'lagu', 'lewat']"
,Dihhh Amit Amit Jabang Bayik Pas Ear I dengan Lagu Anda,"['Flaming', 'Harassment']",Yes,"['dih', 'amit', 'amit', 'jabang', 'bayik', 'kanan', 'ear', 'i', 'lagu']"
,"Saya bersumpah, saya sangat suka lagu Anda, tapi sekarang tidak. Lagu Anda?","['Flaming', 'Harassment']",Yes,"['sumpah', 'suka', 'lagu', 'tidak', 'lagu']"
,Saya tidak berpikir tentang bagaimana hal itu terjadi bahwa Anda dapat mengetik dan tidak siap untuk melakukan anak ini 1 -anak di ini>,"['Flaming', 'Harassment']",Yes,"['tidak', 'pikir', 'urus', 'etik', 'tidak', 'anak', 'anak']"
,WKWK dalam Salad of the Hardline Fans Duta menjilat air liur itu sendiri,"['Flaming', 'Harassment']",Yes,"['wkwk', 'salad', 'of', 'hardline', 'fan', 'duta', 'jilat', 'air', 'liur']"
,Apakah lagu Anda terkenal?,"['Flaming', 'Harassment']",Yes,"['lagu', 'kenal']"
,Hanya selaguu bziir yang membawa BPJ lagi.,"['Flaming', 'Harassment']",Yes,"['selaguu', 'bziir', 'bawa', 'bpj']"
,"Perfector dengan sempurna, hanya sebuah lagu yang sangat diragukan.","['Flaming', 'Harassment']",Yes,"['perfector', 'sempurna', 'lagu', 'ragu']"
,"Tidak perlu bernyanyi sendiri, lagu Anda juga bagus!","['Flaming', 'Harassment']",Yes,"['tidak', 'butuh', 'nyanyi', 'lagu', 'bagus']"
,"Apa lagunya, Anda melakukannya?","['Flaming', 'Harassment']",Yes,"['lagu', 'laku']"
